event_id,baseline,quality,payload_bytes,payload_kb,effective_bpp,pixels,dice,iou,note
CRACK500_20160222_080850_1281_361,Full_JPEG,95,147443,143.9873046875,5.877032844387755,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,95,109050,106.494140625,4.346699617346939,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_361,Full_JPEG,85,92068,89.91015625,3.6698022959183674,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,85,67899,66.3076171875,2.706433354591837,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_361,Full_JPEG,75,72760,71.0546875,2.9001913265306123,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,75,53681,52.4228515625,2.1397082270408165,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_361,Full_JPEG,65,62130,60.673828125,2.476482780612245,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,65,45901,44.8251953125,1.8295998086734695,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_361,Full_JPEG,50,52164,50.94140625,2.0792410714285716,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,50,38201,37.3056640625,1.5226801658163265,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_361,Full_JPEG,35,42912,41.90625,1.7104591836734695,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_361,ROI_JPEG,35,31687,30.9443359375,1.263034119897959,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,95,152026,148.462890625,6.059709821428571,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,95,13715,13.3935546875,0.5466757015306123,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,85,95350,93.115234375,3.80062181122449,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,85,8830,8.623046875,0.35196109693877553,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,75,75504,73.734375,3.0095663265306123,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,75,7073,6.9072265625,0.2819276147959184,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,65,64481,62.9697265625,2.5701929209183674,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,65,6138,5.994140625,0.24465880102040816,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,50,54246,52.974609375,2.1622289540816326,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,50,5236,5.11328125,0.20870535714285715,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1281_721,Full_JPEG,35,44713,43.6650390625,1.7822464923469388,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1281_721,ROI_JPEG,35,4443,4.3388671875,0.1770966198979592,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,95,138303,135.0615234375,5.512715242346939,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,95,4006,3.912109375,0.15967793367346939,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,85,85965,83.9501953125,3.4265385841836733,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,85,2703,2.6396484375,0.1077407525510204,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,75,67639,66.0537109375,2.6960698341836733,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,75,2265,2.2119140625,0.09028220663265306,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,65,57562,56.212890625,2.294403698979592,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,65,2013,1.9658203125,0.08023756377551021,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,50,48146,47.017578125,1.9190848214285714,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,50,1775,1.7333984375,0.07075095663265306,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_1,Full_JPEG,35,39707,38.7763671875,1.5827088647959184,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_1,ROI_JPEG,35,1575,1.5380859375,0.06277901785714286,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_361,Full_JPEG,95,141726,138.404296875,5.649154974489796,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_361,ROI_JPEG,95,64684,63.16796875,2.57828443877551,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_361,Full_JPEG,85,88137,86.0712890625,3.5131138392857144,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_361,ROI_JPEG,85,40461,39.5126953125,1.6127630739795917,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_361,Full_JPEG,75,69439,67.8115234375,2.7678172831632653,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_361,ROI_JPEG,75,31974,31.224609375,1.2744738520408163,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
CRACK500_20160222_080850_1921_361,Full_JPEG,65,59014,57.630859375,2.3522799744897958,200704,,,Payload only. Task fidelity requires a segmentation model on decoded image.
CRACK500_20160222_080850_1921_361,ROI_JPEG,65,27268,26.62890625,1.0868941326530612,200704,,,Payload only. Task fidelity requires a segmentation model on decoded ROI.
